"Gender","Age","Rating","Count","id"
"All","45+",6.4,5456,"/title/tt0455538/"
"All","All Ages",6.4,64065,"/title/tt0455538/"
"Females","<18",9.5,2,"/title/tt0455538/"
"Females","18-29",6.1,3931,"/title/tt0455538/"
"Females","30-44",6.2,5002,"/title/tt0455538/"
"Females","45+",6.4,789,"/title/tt0455538/"
"Females","All Ages",6.2,9961,"/title/tt0455538/"
"Males","<18",5,9,"/title/tt0455538/"
"Males","18-29",6.6,13671,"/title/tt0455538/"
"Males","30-44",6.5,27596,"/title/tt0455538/"
"Males","45+",6.4,4585,"/title/tt0455538/"
"Males","All Ages",6.5,46708,"/title/tt0455538/"
"All","<18",6.9,87,"/title/tt1007029/"
"All","18-29",6.5,28166,"/title/tt1007029/"
"All","30-44",6.3,36756,"/title/tt1007029/"
"All","45+",6.5,12122,"/title/tt1007029/"
"All","All Ages",6.4,91569,"/title/tt1007029/"
"Females","<18",7.2,28,"/title/tt1007029/"
"Females","18-29",6.8,10086,"/title/tt1007029/"
"Females","30-44",6.7,9167,"/title/tt1007029/"
"Females","45+",6.8,2565,"/title/tt1007029/"
"Females","All Ages",6.7,22878,"/title/tt1007029/"
"Males","<18",6.7,58,"/title/tt1007029/"
"Males","18-29",6.3,17762,"/title/tt1007029/"
"Males","30-44",6.2,27055,"/title/tt1007029/"
"Males","45+",6.4,9368,"/title/tt1007029/"
"Males","All Ages",6.3,56322,"/title/tt1007029/"
"All","<18",7.8,6,"/title/tt0844286/"
"All","18-29",7.1,11592,"/title/tt0844286/"
"All","30-44",6.8,22438,"/title/tt0844286/"
"All","45+",6.4,4807,"/title/tt0844286/"
"All","All Ages",6.8,44717,"/title/tt0844286/"
"Females","<18",10,1,"/title/tt0844286/"
"Females","18-29",7.2,3410,"/title/tt0844286/"
"Females","30-44",6.9,4002,"/title/tt0844286/"
"Females","45+",6.5,826,"/title/tt0844286/"
"Females","All Ages",7,8463,"/title/tt0844286/"
"Males","<18",7.7,5,"/title/tt0844286/"
"Males","18-29",7,8061,"/title/tt0844286/"
"Males","30-44",6.8,18208,"/title/tt0844286/"
"Males","45+",6.3,3903,"/title/tt0844286/"
"Males","All Ages",6.8,30823,"/title/tt0844286/"
"All","<18",7.9,15,"/title/tt0181536/"
"All","18-29",7.6,12228,"/title/tt0181536/"
"All","30-44",7.2,37673,"/title/tt0181536/"
"All","45+",7.3,10884,"/title/tt0181536/"
"All","All Ages",7.3,76735,"/title/tt0181536/"
"Females","<18",7.8,6,"/title/tt0181536/"
"Females","18-29",7.6,2433,"/title/tt0181536/"
"Females","30-44",7.3,5421,"/title/tt0181536/"
"Females","45+",7.5,1830,"/title/tt0181536/"
"Females","All Ages",7.4,9993,"/title/tt0181536/"
"Males","<18",7.8,9,"/title/tt0181536/"
"Males","18-29",7.5,9687,"/title/tt0181536/"
"Males","30-44",7.2,31864,"/title/tt0181536/"
"Males","45+",7.3,8906,"/title/tt0181536/"
"Males","All Ages",7.3,51753,"/title/tt0181536/"
"All","<18",6.9,230,"/title/tt1229340/"
"All","18-29",6.6,51587,"/title/tt1229340/"
"All","30-44",6.1,50937,"/title/tt1229340/"
"All","45+",5.7,8999,"/title/tt1229340/"
"All","All Ages",6.3,146375,"/title/tt1229340/"
"Females","<18",6.6,28,"/title/tt1229340/"
"Females","18-29",6.3,6593,"/title/tt1229340/"
"Females","30-44",5.9,5426,"/title/tt1229340/"
"Females","45+",5.6,1059,"/title/tt1229340/"
"Females","All Ages",6.1,14339,"/title/tt1229340/"
"Males","<18",6.9,202,"/title/tt1229340/"
"Males","18-29",6.6,44477,"/title/tt1229340/"
"Males","30-44",6.1,44928,"/title/tt1229340/"
"Males","45+",5.7,7777,"/title/tt1229340/"
"Males","All Ages",6.3,104902,"/title/tt1229340/"
"All","<18",6.7,22,"/title/tt0297181/"
"All","18-29",5.6,11632,"/title/tt0297181/"
"All","30-44",5.4,19701,"/title/tt0297181/"
"All","45+",5.2,4498,"/title/tt0297181/"
"All","All Ages",5.4,44613,"/title/tt0297181/"
"Females","<18",8,3,"/title/tt0297181/"
"Females","18-29",5.7,1194,"/title/tt0297181/"
"Females","30-44",5.2,1569,"/title/tt0297181/"
"Females","45+",5.2,479,"/title/tt0297181/"
"Females","All Ages",5.4,3339,"/title/tt0297181/"
"Males","<18",6.7,19,"/title/tt0297181/"
"Males","18-29",5.6,10345,"/title/tt0297181/"
"Males","30-44",5.4,17965,"/title/tt0297181/"
"Males","45+",5.1,3963,"/title/tt0297181/"
"Males","All Ages",5.4,33196,"/title/tt0297181/"
"All","<18",8,61,"/title/tt0425210/"
"All","18-29",8,82311,"/title/tt0425210/"
"All","30-44",7.7,132231,"/title/tt0425210/"
"All","45+",7.4,19436,"/title/tt0425210/"
"All","All Ages",7.8,280451,"/title/tt0425210/"
"Females","<18",9,3,"/title/tt0425210/"
"Females","18-29",8,10573,"/title/tt0425210/"
"Females","30-44",7.7,14233,"/title/tt0425210/"
"Females","45+",7.5,2263,"/title/tt0425210/"
"Females","All Ages",7.8,28042,"/title/tt0425210/"
"Males","<18",8,57,"/title/tt0425210/"
"Males","18-29",8,71077,"/title/tt0425210/"
"Males","30-44",7.7,116793,"/title/tt0425210/"
"Males","45+",7.4,16885,"/title/tt0425210/"
"Males","All Ages",7.8,211385,"/title/tt0425210/"
"All","<18",7.6,90,"/title/tt1212450/"
"All","18-29",7.4,70538,"/title/tt1212450/"
"All","30-44",7.1,77615,"/title/tt1212450/"
"All","45+",7.1,14808,"/title/tt1212450/"
"All","All Ages",7.3,204233,"/title/tt1212450/"
"Females","<18",8.3,10,"/title/tt1212450/"
"Females","18-29",7.5,10550,"/title/tt1212450/"
"Females","30-44",7.3,10138,"/title/tt1212450/"
"Females","45+",7.2,2270,"/title/tt1212450/"
"Females","All Ages",7.4,24931,"/title/tt1212450/"
"Males","<18",7.5,78,"/title/tt1212450/"
"Males","18-29",7.4,59321,"/title/tt1212450/"
"Males","30-44",7.1,66611,"/title/tt1212450/"
"Males","45+",7,12328,"/title/tt1212450/"
"Males","All Ages",7.2,147255,"/title/tt1212450/"
"All","<18",5.6,66,"/title/tt0420238/"
"All","18-29",6.2,11442,"/title/tt0420238/"
"All","30-44",6.1,12956,"/title/tt0420238/"
"All","45+",6.2,3453,"/title/tt0420238/"
"All","All Ages",6.1,32949,"/title/tt0420238/"
"Females","<18",5.9,23,"/title/tt0420238/"
"Females","18-29",6.4,4281,"/title/tt0420238/"
"Females","30-44",6.3,3109,"/title/tt0420238/"
"Females","45+",6.4,702,"/title/tt0420238/"
"Females","All Ages",6.3,8409,"/title/tt0420238/"
"Males","<18",5.5,42,"/title/tt0420238/"
"Males","18-29",6.1,7065,"/title/tt0420238/"
"Males","30-44",6,9727,"/title/tt0420238/"
"Males","45+",6.1,2708,"/title/tt0420238/"
"Males","All Ages",6.1,20071,"/title/tt0420238/"
"All","<18",6.8,273,"/title/tt0196229/"
"All","18-29",6.7,62712,"/title/tt0196229/"
"All","30-44",6.6,94571,"/title/tt0196229/"
"All","45+",6.1,16317,"/title/tt0196229/"
"All","All Ages",6.6,220394,"/title/tt0196229/"
"Females","<18",7.1,47,"/title/tt0196229/"
"Females","18-29",6.7,13860,"/title/tt0196229/"
"Females","30-44",6.6,15294,"/title/tt0196229/"
"Females","45+",6.4,2647,"/title/tt0196229/"
"Females","All Ages",6.6,33243,"/title/tt0196229/"
"Males","<18",6.8,223,"/title/tt0196229/"
"Males","18-29",6.7,48271,"/title/tt0196229/"
"Males","30-44",6.6,78238,"/title/tt0196229/"
"Males","45+",6.1,13416,"/title/tt0196229/"
"Males","All Ages",6.6,145782,"/title/tt0196229/"
"All","<18",6.5,4,"/title/tt1103275/"
"All","18-29",7.2,7731,"/title/tt1103275/"
"All","30-44",7,15960,"/title/tt1103275/"
"All","45+",7,4230,"/title/tt1103275/"
"All","All Ages",7.1,32260,"/title/tt1103275/"
"Females","<18",4,1,"/title/tt1103275/"
"Females","18-29",6.6,2773,"/title/tt1103275/"
"Females","30-44",6.6,4019,"/title/tt1103275/"
"Females","45+",6.9,901,"/title/tt1103275/"
"Females","All Ages",6.6,7894,"/title/tt1103275/"
"Males","<18",7.3,3,"/title/tt1103275/"
"Males","18-29",7.4,4883,"/title/tt1103275/"
"Males","30-44",7.2,11766,"/title/tt1103275/"
"Males","45+",7,3281,"/title/tt1103275/"
"Males","All Ages",7.2,20337,"/title/tt1103275/"
"All","<18",7.6,346,"/title/tt0942385/"
"All","18-29",7.2,111029,"/title/tt0942385/"
"All","30-44",6.9,140826,"/title/tt0942385/"
"All","45+",6.7,23599,"/title/tt0942385/"
"All","All Ages",7,335306,"/title/tt0942385/"
"Females","<18",7.7,35,"/title/tt0942385/"
"Females","18-29",6.8,14876,"/title/tt0942385/"
"Females","30-44",6.8,16483,"/title/tt0942385/"
"Females","45+",6.8,3282,"/title/tt0942385/"
"Females","All Ages",6.8,36025,"/title/tt0942385/"
"Males","<18",7.6,307,"/title/tt0942385/"
"Males","18-29",7.2,95305,"/title/tt0942385/"
"Males","30-44",7,123046,"/title/tt0942385/"
"Males","45+",6.6,19975,"/title/tt0942385/"
"Males","All Ages",7,247471,"/title/tt0942385/"
"All","<18",7.2,173,"/title/tt1272878/"
"All","18-29",6.9,55143,"/title/tt1272878/"
"All","30-44",6.6,65476,"/title/tt1272878/"
"All","45+",6.6,13977,"/title/tt1272878/"
"All","All Ages",6.7,172848,"/title/tt1272878/"
"Females","<18",7.2,21,"/title/tt1272878/"
"Females","18-29",6.8,5123,"/title/tt1272878/"
"Females","30-44",6.7,5932,"/title/tt1272878/"
"Females","45+",6.9,1734,"/title/tt1272878/"
"Females","All Ages",6.8,14161,"/title/tt1272878/"
"Males","<18",7.2,150,"/title/tt1272878/"
"Males","18-29",6.9,49505,"/title/tt1272878/"
"Males","30-44",6.6,58737,"/title/tt1272878/"
"Males","45+",6.6,12009,"/title/tt1272878/"
"Males","All Ages",6.7,129674,"/title/tt1272878/"
"All","<18",7,8,"/title/tt0249478/"
"All","18-29",5.8,2810,"/title/tt0249478/"
"All","30-44",5.4,10974,"/title/tt0249478/"
"All","45+",5.6,3933,"/title/tt0249478/"
"All","All Ages",5.5,22592,"/title/tt0249478/"
"Females","<18",NA,NA,"/title/tt0249478/"
"Females","18-29",6.2,592,"/title/tt0249478/"
"Females","30-44",5.7,1623,"/title/tt0249478/"
"Females","45+",5.9,618,"/title/tt0249478/"
"Females","All Ages",5.9,2944,"/title/tt0249478/"
"Males","<18",7,8,"/title/tt0249478/"
"Males","18-29",5.7,2184,"/title/tt0249478/"
"Males","30-44",5.4,9250,"/title/tt0249478/"
"Males","45+",5.6,3259,"/title/tt0249478/"
"Males","All Ages",5.5,15037,"/title/tt0249478/"
"All","<18",6.5,113,"/title/tt2177771/"
"All","18-29",6.1,31072,"/title/tt2177771/"
"All","30-44",6,43778,"/title/tt2177771/"
"All","45+",6.2,14213,"/title/tt2177771/"
"All","All Ages",6.1,112523,"/title/tt2177771/"
"Females","<18",6.5,21,"/title/tt2177771/"
"Females","18-29",6.4,6303,"/title/tt2177771/"
"Females","30-44",6.3,6541,"/title/tt2177771/"
"Females","45+",6.7,2389,"/title/tt2177771/"
"Females","All Ages",6.4,16546,"/title/tt2177771/"
"Males","<18",6.4,90,"/title/tt2177771/"
"Males","18-29",6.1,24404,"/title/tt2177771/"
"Males","30-44",5.9,36610,"/title/tt2177771/"
"Males","45+",6.2,11569,"/title/tt2177771/"
"Males","All Ages",6,77513,"/title/tt2177771/"
"All","<18",8.2,736,"/title/tt1895587/"
"All","18-29",8.2,109042,"/title/tt1895587/"
"All","30-44",8,94572,"/title/tt1895587/"
"All","45+",8.1,21321,"/title/tt1895587/"
"All","All Ages",8.1,317948,"/title/tt1895587/"
"Females","<18",8.3,136,"/title/tt1895587/"
"Females","18-29",8.2,23835,"/title/tt1895587/"
"Females","30-44",8,16293,"/title/tt1895587/"
"Females","45+",8.3,4073,"/title/tt1895587/"
"Females","All Ages",8.1,48715,"/title/tt1895587/"
"Males","<18",8.2,592,"/title/tt1895587/"
"Males","18-29",8.2,84058,"/title/tt1895587/"
"Males","30-44",8,76905,"/title/tt1895587/"
"Males","45+",8,16824,"/title/tt1895587/"
"Males","All Ages",8.1,193030,"/title/tt1895587/"
"All","<18",6.6,19,"/title/tt0337741/"
"All","18-29",6.7,20626,"/title/tt0337741/"
"All","30-44",6.7,44251,"/title/tt0337741/"
"All","45+",7,14279,"/title/tt0337741/"
"All","All Ages",6.7,98785,"/title/tt0337741/"
"Females","<18",6.9,10,"/title/tt0337741/"
"Females","18-29",6.8,9554,"/title/tt0337741/"
"Females","30-44",6.9,13796,"/title/tt0337741/"
"Females","45+",7.3,3765,"/title/tt0337741/"
"Females","All Ages",6.9,28120,"/title/tt0337741/"
"Males","<18",6.4,8,"/title/tt0337741/"
"Males","18-29",6.7,10882,"/title/tt0337741/"
"Males","30-44",6.6,29971,"/title/tt0337741/"
"Males","45+",6.9,10314,"/title/tt0337741/"
"Males","All Ages",6.7,52641,"/title/tt0337741/"
"All","<18",5.8,50,"/title/tt0437863/"
"All","18-29",5.7,14559,"/title/tt0437863/"
"All","30-44",5.4,17422,"/title/tt0437863/"
"All","45+",5.3,3452,"/title/tt0437863/"
"All","All Ages",5.6,43819,"/title/tt0437863/"
"Females","<18",7.1,7,"/title/tt0437863/"
"Females","18-29",6.1,2280,"/title/tt0437863/"
"Females","30-44",5.7,1956,"/title/tt0437863/"
"Females","45+",5.4,486,"/title/tt0437863/"
"Females","All Ages",5.9,4918,"/title/tt0437863/"
"Males","<18",5.7,43,"/title/tt0437863/"
"Males","18-29",5.7,12177,"/title/tt0437863/"
"Males","30-44",5.4,15344,"/title/tt0437863/"
"Males","45+",5.2,2936,"/title/tt0437863/"
"Males","All Ages",5.5,31515,"/title/tt0437863/"
"All","<18",8,31,"/title/tt0327137/"
"All","18-29",7.7,11364,"/title/tt0327137/"
"All","30-44",7.4,16955,"/title/tt0327137/"
"All","45+",7.7,8878,"/title/tt0327137/"
"All","All Ages",7.6,46667,"/title/tt0327137/"
"Females","<18",8.2,5,"/title/tt0327137/"
"Females","18-29",7.9,3455,"/title/tt0327137/"
"Females","30-44",7.7,3624,"/title/tt0327137/"
"Females","45+",8.2,2155,"/title/tt0327137/"
"Females","All Ages",7.9,9609,"/title/tt0327137/"
"Males","<18",8,26,"/title/tt0327137/"
"Males","18-29",7.6,7823,"/title/tt0327137/"
"Males","30-44",7.3,13173,"/title/tt0327137/"
"Males","45+",7.6,6585,"/title/tt0327137/"
"Males","All Ages",7.5,28471,"/title/tt0327137/"
"All","<18",8,1,"/title/tt0406158/"
"All","18-29",7.5,684,"/title/tt0406158/"
"All","30-44",7.2,2208,"/title/tt0406158/"
"All","45+",7.3,1861,"/title/tt0406158/"
"All","All Ages",7.3,5950,"/title/tt0406158/"
"Females","<18",8,1,"/title/tt0406158/"
"Females","18-29",7.6,359,"/title/tt0406158/"
"Females","30-44",7.4,803,"/title/tt0406158/"
"Females","45+",7.6,635,"/title/tt0406158/"
"Females","All Ages",7.6,1864,"/title/tt0406158/"
"Males","<18",NA,NA,"/title/tt0406158/"
"Males","18-29",7.4,319,"/title/tt0406158/"
"Males","30-44",7.1,1386,"/title/tt0406158/"
"Males","45+",7.2,1197,"/title/tt0406158/"
"Males","All Ages",7.1,2968,"/title/tt0406158/"
"All","<18",7.1,26,"/title/tt1629757/"
"All","18-29",7.5,8302,"/title/tt1629757/"
"All","30-44",7,10806,"/title/tt1629757/"
"All","45+",6.9,2955,"/title/tt1629757/"
"All","All Ages",7.2,27760,"/title/tt1629757/"
"Females","<18",8.3,11,"/title/tt1629757/"
"Females","18-29",7.7,2515,"/title/tt1629757/"
"Females","30-44",7.2,2030,"/title/tt1629757/"
"Females","45+",7.3,659,"/title/tt1629757/"
"Females","All Ages",7.5,5682,"/title/tt1629757/"
"Males","<18",6.5,14,"/title/tt1629757/"
"Males","18-29",7.4,5701,"/title/tt1629757/"
"Males","30-44",6.9,8627,"/title/tt1629757/"
"Males","45+",6.8,2250,"/title/tt1629757/"
"Males","All Ages",7.1,17710,"/title/tt1629757/"
"All","<18",8,85,"/title/tt0455590/"
"All","18-29",7.8,39899,"/title/tt0455590/"
"All","30-44",7.7,75820,"/title/tt0455590/"
"All","45+",7.6,16935,"/title/tt0455590/"
"All","All Ages",7.7,158620,"/title/tt0455590/"
"Females","<18",7.9,11,"/title/tt0455590/"
"Females","18-29",7.9,6839,"/title/tt0455590/"
"Females","30-44",7.8,10309,"/title/tt0455590/"
"Females","45+",7.8,2688,"/title/tt0455590/"
"Females","All Ages",7.9,20460,"/title/tt0455590/"
"Males","<18",8,73,"/title/tt0455590/"
"Males","18-29",7.8,32746,"/title/tt0455590/"
"Males","30-44",7.7,64815,"/title/tt0455590/"
"Males","45+",7.6,14003,"/title/tt0455590/"
"Males","All Ages",7.7,114576,"/title/tt0455590/"
"All","<18",6.7,7,"/title/tt1014806/"
"All","18-29",6.7,1528,"/title/tt1014806/"
"All","30-44",6.1,1408,"/title/tt1014806/"
"All","45+",6.5,644,"/title/tt1014806/"
"All","All Ages",6.4,4460,"/title/tt1014806/"
"Females","<18",6.7,3,"/title/tt1014806/"
"Females","18-29",6.9,766,"/title/tt1014806/"
"Females","30-44",6.6,382,"/title/tt1014806/"
"Females","45+",6.9,134,"/title/tt1014806/"
"Females","All Ages",6.9,1371,"/title/tt1014806/"
"Males","<18",7,4,"/title/tt1014806/"
"Males","18-29",6.5,745,"/title/tt1014806/"
"Males","30-44",6,1008,"/title/tt1014806/"
"Males","45+",6.4,496,"/title/tt1014806/"
"Males","All Ages",6.2,2347,"/title/tt1014806/"
"All","<18",7.7,11,"/title/tt0251114/"
"All","18-29",6.6,7380,"/title/tt0251114/"
"All","30-44",6.2,23267,"/title/tt0251114/"
"All","45+",6.3,7021,"/title/tt0251114/"
"All","All Ages",6.3,46775,"/title/tt0251114/"
"Females","<18",7,2,"/title/tt0251114/"
"Females","18-29",6.9,804,"/title/tt0251114/"
"Females","30-44",6.4,1863,"/title/tt0251114/"
"Females","45+",6.7,773,"/title/tt0251114/"
"Females","All Ages",6.6,3555,"/title/tt0251114/"
"Males","<18",7.5,8,"/title/tt0251114/"
"Males","18-29",6.6,6520,"/title/tt0251114/"
"Males","30-44",6.2,21180,"/title/tt0251114/"
"Males","45+",6.3,6162,"/title/tt0251114/"
"Males","All Ages",6.3,34794,"/title/tt0251114/"
"All","<18",5.6,624,"/title/tt1055369/"
"All","18-29",6.1,122713,"/title/tt1055369/"
"All","30-44",5.9,140270,"/title/tt1055369/"
"All","45+",5.7,20026,"/title/tt1055369/"
"All","All Ages",6,349901,"/title/tt1055369/"
"Females","<18",6.7,66,"/title/tt1055369/"
"Females","18-29",6.6,16506,"/title/tt1055369/"
"Females","30-44",6.3,14028,"/title/tt1055369/"
"Females","45+",6.2,2481,"/title/tt1055369/"
"Females","All Ages",6.5,34729,"/title/tt1055369/"
"Males","<18",5.4,553,"/title/tt1055369/"
"Males","18-29",6.1,105317,"/title/tt1055369/"
"Males","30-44",5.9,124998,"/title/tt1055369/"
"Males","45+",5.7,17267,"/title/tt1055369/"
"Males","All Ages",5.9,259548,"/title/tt1055369/"
"All","<18",7.4,896,"/title/tt0298148/"
"All","18-29",7.2,124115,"/title/tt0298148/"
"All","30-44",7.2,123471,"/title/tt0298148/"
"All","45+",7.2,24481,"/title/tt0298148/"
"All","All Ages",7.2,353209,"/title/tt0298148/"
"Females","<18",7.6,204,"/title/tt0298148/"
"Females","18-29",7.3,33730,"/title/tt0298148/"
"Females","30-44",7.4,23690,"/title/tt0298148/"
"Females","45+",7.4,4272,"/title/tt0298148/"
"Females","All Ages",7.4,64888,"/title/tt0298148/"
"Males","<18",7.4,687,"/title/tt0298148/"
"Males","18-29",7.2,89354,"/title/tt0298148/"
"Males","30-44",7.2,98619,"/title/tt0298148/"
"Males","45+",7.2,19858,"/title/tt0298148/"
"Males","All Ages",7.2,217846,"/title/tt0298148/"
"All","<18",7,30,"/title/tt0113101/"
"All","18-29",6.9,17772,"/title/tt0113101/"
"All","30-44",6.8,43175,"/title/tt0113101/"
"All","45+",6.2,7303,"/title/tt0113101/"
"All","All Ages",6.8,85982,"/title/tt0113101/"
"Females","<18",8.5,10,"/title/tt0113101/"
"Females","18-29",7.2,3827,"/title/tt0113101/"
"Females","30-44",7,5835,"/title/tt0113101/"
"Females","45+",6.3,982,"/title/tt0113101/"
"Females","All Ages",7,11045,"/title/tt0113101/"
"Males","<18",6.5,20,"/title/tt0113101/"
"Males","18-29",6.9,13745,"/title/tt0113101/"
"Males","30-44",6.8,36838,"/title/tt0113101/"
"Males","45+",6.1,6212,"/title/tt0113101/"
"Males","All Ages",6.7,58652,"/title/tt0113101/"
"All","<18",8.1,15,"/title/tt0329575/"
"All","18-29",7.2,10494,"/title/tt0329575/"
"All","30-44",7.2,26071,"/title/tt0329575/"
"All","45+",7.6,11265,"/title/tt0329575/"
"All","All Ages",7.3,60919,"/title/tt0329575/"
"Females","<18",6.7,6,"/title/tt0329575/"
"Females","18-29",7.3,2494,"/title/tt0329575/"
"Females","30-44",7.3,4016,"/title/tt0329575/"
"Females","45+",7.8,1995,"/title/tt0329575/"
"Females","All Ages",7.4,8770,"/title/tt0329575/"
"Males","<18",8.5,9,"/title/tt0329575/"
"Males","18-29",7.2,7910,"/title/tt0329575/"
"Males","30-44",7.2,21797,"/title/tt0329575/"
"Males","45+",7.5,9102,"/title/tt0329575/"
"Males","All Ages",7.3,39744,"/title/tt0329575/"
"All","<18",7.5,2,"/title/tt0115907/"
"All","18-29",6.3,1381,"/title/tt0115907/"
"All","30-44",6.1,8261,"/title/tt0115907/"
"All","45+",6.3,3945,"/title/tt0115907/"
"All","All Ages",6.2,17829,"/title/tt0115907/"
"Females","<18",9,1,"/title/tt0115907/"
"Females","18-29",6.7,195,"/title/tt0115907/"
"Females","30-44",6.2,692,"/title/tt0115907/"
"Females","45+",6.4,445,"/title/tt0115907/"
"Females","All Ages",6.3,1364,"/title/tt0115907/"
"Males","<18",6,1,"/title/tt0115907/"
"Males","18-29",6.2,1176,"/title/tt0115907/"
"Males","30-44",6.1,7487,"/title/tt0115907/"
"Males","45+",6.3,3457,"/title/tt0115907/"
"Males","All Ages",6.2,12367,"/title/tt0115907/"
"All","<18",4.7,3,"/title/tt0283054/"
"All","18-29",3.5,1911,"/title/tt0283054/"
"All","30-44",3.4,1505,"/title/tt0283054/"
"All","45+",4.1,577,"/title/tt0283054/"
"All","All Ages",3.6,4861,"/title/tt0283054/"
"Females","<18",NA,NA,"/title/tt0283054/"
"Females","18-29",4.1,517,"/title/tt0283054/"
"Females","30-44",4.7,314,"/title/tt0283054/"
"Females","45+",4.2,103,"/title/tt0283054/"
"Females","All Ages",4.3,956,"/title/tt0283054/"
"Males","<18",4.7,3,"/title/tt0283054/"
"Males","18-29",3.4,1378,"/title/tt0283054/"
"Males","30-44",3.1,1181,"/title/tt0283054/"
"Males","45+",4.1,467,"/title/tt0283054/"
"Males","All Ages",3.4,3102,"/title/tt0283054/"
"All","<18",7.4,105,"/title/tt1057500/"
"All","18-29",7.5,42697,"/title/tt1057500/"
"All","30-44",7.3,57339,"/title/tt1057500/"
"All","45+",7.3,12670,"/title/tt1057500/"
"All","All Ages",7.4,135234,"/title/tt1057500/"
"Females","<18",7.6,12,"/title/tt1057500/"
"Females","18-29",7.5,5603,"/title/tt1057500/"
"Females","30-44",7.4,6510,"/title/tt1057500/"
"Females","45+",7.6,1872,"/title/tt1057500/"
"Females","All Ages",7.5,14623,"/title/tt1057500/"
"Males","<18",7.4,93,"/title/tt1057500/"
"Males","18-29",7.5,36699,"/title/tt1057500/"
"Males","30-44",7.3,50184,"/title/tt1057500/"
"Males","45+",7.3,10606,"/title/tt1057500/"
"Males","All Ages",7.3,101333,"/title/tt1057500/"
"All","<18",NA,NA,"/title/tt0481797/"
"All","18-29",6.6,1940,"/title/tt0481797/"
"All","30-44",6.3,6545,"/title/tt0481797/"
"All","45+",6,1969,"/title/tt0481797/"
"All","All Ages",6.3,12058,"/title/tt0481797/"
"Females","<18",NA,NA,"/title/tt0481797/"
"Females","18-29",6.7,502,"/title/tt0481797/"
"Females","30-44",6.4,945,"/title/tt0481797/"
"Females","45+",6,282,"/title/tt0481797/"
"Females","All Ages",6.4,1767,"/title/tt0481797/"
"Males","<18",NA,NA,"/title/tt0481797/"
"Males","18-29",6.6,1420,"/title/tt0481797/"
"Males","30-44",6.3,5557,"/title/tt0481797/"
"Males","45+",5.9,1661,"/title/tt0481797/"
"Males","All Ages",6.3,8766,"/title/tt0481797/"
"All","<18",7.7,15,"/title/tt0270288/"
"All","18-29",7.2,12384,"/title/tt0270288/"
"All","30-44",7.1,38712,"/title/tt0270288/"
"All","45+",6.8,10086,"/title/tt0270288/"
"All","All Ages",7.1,76162,"/title/tt0270288/"
"Females","<18",8,1,"/title/tt0270288/"
"Females","18-29",7.1,1962,"/title/tt0270288/"
"Females","30-44",7,4929,"/title/tt0270288/"
"Females","45+",7,1443,"/title/tt0270288/"
"Females","All Ages",7,8563,"/title/tt0270288/"
"Males","<18",7.7,13,"/title/tt0270288/"
"Males","18-29",7.2,10300,"/title/tt0270288/"
"Males","30-44",7.1,33402,"/title/tt0270288/"
"Males","45+",6.8,8475,"/title/tt0270288/"
"Males","All Ages",7.1,53441,"/title/tt0270288/"
"All","<18",6.2,24,"/title/tt0427229/"
"All","18-29",5.7,18486,"/title/tt0427229/"
"All","30-44",5.5,26477,"/title/tt0427229/"
"All","45+",5.7,6808,"/title/tt0427229/"
"All","All Ages",5.6,63716,"/title/tt0427229/"
"Females","<18",6.3,16,"/title/tt0427229/"
"Females","18-29",5.8,10477,"/title/tt0427229/"
"Females","30-44",5.6,9770,"/title/tt0427229/"
"Females","45+",5.9,1943,"/title/tt0427229/"
"Females","All Ages",5.7,23167,"/title/tt0427229/"
"Males","<18",5.9,7,"/title/tt0427229/"
"Males","18-29",5.6,7845,"/title/tt0427229/"
"Males","30-44",5.5,16435,"/title/tt0427229/"
"Males","45+",5.6,4782,"/title/tt0427229/"
"Males","All Ages",5.5,29964,"/title/tt0427229/"
"All","<18",7.8,142,"/title/tt1563738/"
"All","18-29",7.2,52105,"/title/tt1563738/"
"All","30-44",6.8,37723,"/title/tt1563738/"
"All","45+",6.6,6891,"/title/tt1563738/"
"All","All Ages",7,120039,"/title/tt1563738/"
"Females","<18",7.8,96,"/title/tt1563738/"
"Females","18-29",7.4,31887,"/title/tt1563738/"
"Females","30-44",7,16079,"/title/tt1563738/"
"Females","45+",6.7,2025,"/title/tt1563738/"
"Females","All Ages",7.2,52910,"/title/tt1563738/"
"Males","<18",7.8,43,"/title/tt1563738/"
"Males","18-29",7,19582,"/title/tt1563738/"
"Males","30-44",6.7,21076,"/title/tt1563738/"
"Males","45+",6.5,4752,"/title/tt1563738/"
"Males","All Ages",6.8,47538,"/title/tt1563738/"
"All","<18",6,1,"/title/tt0109493/"
"All","18-29",6.5,448,"/title/tt0109493/"
"All","30-44",5.7,3173,"/title/tt0109493/"
"All","45+",5.7,1619,"/title/tt0109493/"
"All","All Ages",5.8,6842,"/title/tt0109493/"
"Females","<18",NA,NA,"/title/tt0109493/"
"Females","18-29",7.1,94,"/title/tt0109493/"
"Females","30-44",6.2,397,"/title/tt0109493/"
"Females","45+",5.9,272,"/title/tt0109493/"
"Females","All Ages",6.2,793,"/title/tt0109493/"
"Males","<18",6,1,"/title/tt0109493/"
"Males","18-29",6.3,350,"/title/tt0109493/"
"Males","30-44",5.7,2755,"/title/tt0109493/"
"Males","45+",5.6,1334,"/title/tt0109493/"
"Males","All Ages",5.7,4588,"/title/tt0109493/"
"All","<18",7.6,346,"/title/tt0942385/"
